;地图	坐标X	坐标Y	怪物名字	范围	数量	0	集中刷新坐标机率	名字颜色(0~255)	内功怪物(0,1)	国家ID		
生死之地	120	120	幽灵猿犬	120	20	3	0	96	0	0		
生死之地	120	120	幽冥魂	120	20	3	0	94	0	0		
生死之地	120	120	死神将领	120	3	3	0	250	0	0		
生死之地	121	279	夜行鬼	120	20	3	0	42	0	0		
生死之地	121	279	幽灵猿犬	120	20	3	0	96	0	0		
生死之地	121	279	幽冥魂	120	20	3	0	94	0	0		
生死之地	121	279	死神将领	120	3	3	0	250	0	0		
生死之地	279	281	夜行鬼	120	20	3	0	42	0	0		
生死之地	279	281	幽灵猿犬	120	20	3	0	96	0	0		
生死之地	279	281	幽冥魂	120	20	3	0	94	0	0		
生死之地	279	281	死神将领	120	3	3	0	250	0	0		
生死之地	282	120	夜行鬼	120	20	3	0	42	0	0		
生死之地	282	120	幽灵猿犬	120	20	3	0	96	0	0		
生死之地	282	120	幽冥魂	120	20	3	0	94	0	0		
生死之地	282	120	死神将领	120	3	3	0	250	0	0		
生死之地	120	120	夜行鬼	120	20	3	0	42				
生死之地	120	120	幽灵猿犬	120	20	3	0	96				
生死之地	120	120	幽冥魂	120	20	3	0	94				
生死之地	120	120	死神将领	120	3	3	0	250				
生死之地	120	120	恐惧之王	120	1	6	0	249				
生死之地	121	279	夜行鬼	120	20	3	0	42				
生死之地	121	279	幽灵猿犬	120	20	3	0	96				
生死之地	121	279	幽冥魂	120	20	3	0	94				
生死之地	121	279	死神将领	120	3	3	0	250				
生死之地	121	279	恐惧之王	120	1	6	0	249				
生死之地	279	281	夜行鬼	120	20	3	0	42				
生死之地	279	281	幽灵猿犬	120	20	3	0	96				
生死之地	279	281	幽冥魂	120	20	3	0	94				
生死之地	279	281	死神将领	120	3	3	0	250				
生死之地	279	281	恐惧之王	120	1	6	0	249				
生死之地	282	120	夜行鬼	120	20	3	0	42				
生死之地	282	120	幽灵猿犬	120	20	3	0	96				
生死之地	282	120	幽冥魂	120	20	3	0	94				
生死之地	282	120	死神将领	120	3	3	0	250				
生死之地	282	120	清风送礼[福利BOSS]3	1	1	12	0	253				
;亡灵地宫						0						
0101	11	14	接引者	60	3	3	0	156				
0101	11	14	渡鸦	60	3	3	0	116				
0101	11	14	亡灵祭祀	60	3	3	0	228				
0101	11	14	亡灵之魂	60	1	3	0	255				
0101	11	14	接引者	60	3	3	0	156	0	0		
0101	11	14	渡鸦	60	3	3	0	116	0	0		
0101	11	14	亡灵祭祀	60	3	3	0	228	0	0		
0101	11	14	亡灵之魂	60	1	3	0	255	0	0		
亡灵地宫	30	109	接引者	60	10	3	0	156	0	0		
亡灵地宫	30	109	渡鸦	60	10	3	0	116	0	0		
亡灵地宫	30	109	亡灵祭祀	60	10	3	0	228	0	0		
亡灵地宫	30	109	亡灵之魂	60	3	3	0	255	0	0		
亡灵地宫	123	60	接引者	60	10	3	0	156	0	0		
亡灵地宫	123	60	渡鸦	60	10	3	0	116	0	0		
亡灵地宫	123	60	亡灵祭祀	60	10	3	0	228	0	0		
亡灵地宫	123	60	亡灵之魂	60	3	3	0	255	0	0		
亡灵地宫	38	18	接引者	60	10	3	0	156	0	0		
亡灵地宫	38	18	渡鸦	60	10	3	0	116	0	0		
亡灵地宫	38	18	亡灵祭祀	60	10	3	0	228	0	0		
亡灵地宫	38	18	亡灵之魂	60	3	3	0	255	0	0		
亡灵地宫	30	109	接引者	60	10	3	0	156				
亡灵地宫	30	109	渡鸦	60	10	3	0	116				
亡灵地宫	30	109	亡灵祭祀	60	10	3	0	228				
亡灵地宫	30	109	亡灵之魂	60	3	3	0	255				
亡灵地宫	30	109	帝魂	50	1	6	0	249				
亡灵地宫	123	60	接引者	60	10	3	0	156				
亡灵地宫	123	60	渡鸦	60	10	3	0	116				
亡灵地宫	123	60	亡灵祭祀	60	10	3	0	228				
亡灵地宫	123	60	亡灵之魂	60	3	3	0	255				
亡灵地宫	123	60	帝魂	50	1	6	0	249				
亡灵地宫	38	18	接引者	60	10	3	0	156				
亡灵地宫	38	18	渡鸦	60	10	3	0	116				
亡灵地宫	38	18	亡灵祭祀	60	10	3	0	228				
亡灵地宫	38	18	亡灵之魂	60	3	3	0	255				
亡灵地宫	38	18	帝魂	50	1	6	0	249				
亡灵地宫	66	75	清风送礼[福利BOSS]3	1	1	12	0	253				
;皇陵古墓						0						
0107	10	13	圣殿★卫士	20	4	3	0	240				
0107	10	13	恶魔★蜘蛛	20	1	3	0	252				
0107	10	13	金杖★蜘蛛	20	3	3	0	254				
0107	10	13	圣殿★卫士	20	4	3	0	240	0	0		
0107	10	13	恶魔★蜘蛛	20	1	3	0	252	0	0		
0107	10	13	金杖★蜘蛛	20	3	3	0	254	0	0		
0107	10	13	上古★火蜥蜴	20	1	3	0	250	0	0		
皇陵古墓	127	113	圣殿★卫士	150	30	3	0	240	0	0		
皇陵古墓	127	113	恶魔★蜘蛛	150	30	3	0	252	0	0		
皇陵古墓	127	113	金杖★蜘蛛	150	30	3	0	254	0	0		
皇陵古墓	127	113	上古★火蜥蜴	150	3	3	0	250	0	0		
皇陵古墓	127	113	圣殿★卫士	150	30	3	0	240				
皇陵古墓	127	113	恶魔★蜘蛛	150	30	3	0	252				
皇陵古墓	127	113	金杖★蜘蛛	150	30	3	0	254				
皇陵古墓	127	113	上古★火蜥蜴	150	3	3	0	250				
皇陵古墓	127	113	独角巨魔	150	3	6	0	249				
皇陵古墓	127	113	清风送礼[福利BOSS]3	1	1	12	0	253				
;阴风洞						0						
0108	10	13	风干的枪客	10	4	3	0	2				
0108	10	13	闻风丧胆的刀斧手	10	4	3	0	5				
0108	10	13	失去魂魄的神射手	10	1	3	0	132				
0108	10	13	丧失理智的锤手	10	1	3	0	70				
0108	10	13	风干的枪客	10	4	3	0	2	0	0		
0108	10	13	闻风丧胆的刀斧手	10	4	3	0	5	0	0		
0108	10	13	失去魂魄的神射手	10	1	3	0	132	0	0		
0108	10	13	丧失理智的锤手	10	1	3	0	70	0	0		
阴风洞	90	84	风干的枪客	150	30	3	0	2	0	0		
阴风洞	90	84	闻风丧胆的刀斧手	150	30	3	0	5	0	0		
阴风洞	90	84	失去魂魄的神射手	150	30	3	0	132	0	0		
阴风洞	90	84	丧失理智的锤手	150	3	3	0	70	0	0		
阴风洞	90	84	风干的枪客	150	30	3	0	2				
阴风洞	90	84	闻风丧胆的刀斧手	150	30	3	0	5				
阴风洞	90	84	失去魂魄的神射手	150	30	3	0	132				
阴风洞	90	84	丧失理智的锤手	150	3	3	0	70				
阴风洞	90	84	恐惧魔蝎	150	3	6	0	249				
阴风洞	90	84	清风送礼[福利BOSS]3	1	1	12	0	253				
;将军坟						0						
0121	13	6	千年老尸	50	3	3	0	162				
0121	13	6	黑风僵尸	50	3	3	0	180				
0121	13	6	暴虐尸王	150	3	3	0	247				
0121	13	6	千年老尸	50	3	3	0	162	0	0		
0121	13	6	黑风僵尸	50	3	3	0	180	0	0		
0121	13	6	暴虐尸王	50	3	3	0	247	0	0		
0121	13	6	霹雳大粽子	50	1	3	0	70				
将军坟	96	95	千年老尸	150	20	3	0	162	0	0		
将军坟	96	95	黑风僵尸	150	20	3	0	180	0	0		
将军坟	96	95	暴虐尸王	150	20	3	0	247	0	0		
将军坟	96	95	霹雳大粽子	150	2	3	0	70	0	0		
将军坟	96	95	千年老尸	150	20	3	0	162				
将军坟	96	95	黑风僵尸	150	20	3	0	180				
将军坟	96	95	暴虐尸王	150	20	3	0	247				
将军坟	96	95	霹雳大粽子	150	2	3	0	70				
将军坟	96	95	暗黑骑士	150	3	6	0	249				
将军坟	28	171	清风送礼[福利BOSS]3	1	1	12	0	253				
;精绝古城						0						
0110	8	11	红蛇精	50	4	3	0	246	0	0		
0110	8	11	虎蛇精	50	3	3	0	210	0	0		
0110	8	11	多角虫精	50	2	3	0	150	0	0		
0110	8	11	红蛇精	50	4	3	0	246				
0110	8	11	虎蛇精	50	3	3	0	210				
0110	8	11	多角虫精	50	2	3	0	150				
0110	8	11	精绝古虫王	150	3	3	0	70	0	0		
精绝古城	149	180	红蛇精	150	20	3	0	246	0	0		
精绝古城	149	180	虎蛇精	150	20	3	0	210	0	0		
精绝古城	149	180	多角虫精	150	20	3	0	150	0	0		
精绝古城	149	180	精绝古虫王	150	3	3	0	70	0	0		
精绝古城	149	180	红蛇精	150	20	3	0	246				
精绝古城	149	180	虎蛇精	150	20	3	0	210				
精绝古城	149	180	多角虫精	150	20	3	0	150				
精绝古城	149	180	精绝古虫王	150	3	3	0	70				
精绝古城	149	180	毒龙天蝎	150	3	6	0	249				
精绝古城	131	143	清风送礼[福利BOSS]3	1	1	12	0	253				
;玛雅神殿						0						
0113	7	11	玛雅八爪鱼	30	3	3	0	222	0	0		
0113	7	11	玛雅神鳄	30	3	3	0	255	0	0		
0113	7	11	玛雅海豹兽	30	3	3	0	241	0	0		
0113	7	11	玛雅八爪鱼	30	3	3	0	222				
0113	7	11	玛雅神鳄	30	3	3	0	255				
0113	7	11	玛雅海豹兽	30	3	3	0	241				
0113	7	11	龙王	10	1	3	0	70	0	0		
玛雅神殿	50	50	玛雅八爪鱼	100	20	3	0	222	0	0		
玛雅神殿	50	50	玛雅神鳄	110	20	3	0	255	0	0		
玛雅神殿	50	50	玛雅海豹兽	100	20	3	0	241	0	0		
玛雅神殿	50	50	龙王	100	3	3	0	70	0	0		
玛雅神殿	50	50	玛雅八爪鱼	100	20	3	0	222				
玛雅神殿	50	50	玛雅神鳄	110	20	3	0	255				
玛雅神殿	50	50	玛雅海豹兽	100	20	3	0	241				
玛雅神殿	50	50	龙王	100	3	3	0	70				
玛雅神殿	50	50	后羿	100	3	6	0	249				
玛雅神殿	50	50	清风送礼[福利BOSS]3	1	1	12	0	253				
;庇护所						0						
0114	8	11	龙炎射手	20	3	3	0	255	0	0		
0114	8	11	龙炎刀兵	20	3	3	0	222	0	0		
0114	8	11	龙炎力士	20	3	3	0	254	0	0		
0114	8	11	龙炎射手	20	3	3	0	255				
0114	8	11	龙炎刀兵	20	3	3	0	222				
0114	8	11	龙炎力士	20	3	3	0	254				
0114	8	11	龙炎战将	20	1	3	0	251	0	0		
庇护所	73	73	龙炎射手	120	20	3	0	255	0	0		
庇护所	73	73	龙炎刀兵	120	20	3	0	222	0	0		
庇护所	73	73	龙炎力士	120	20	3	0	254	0	0		
庇护所	73	73	龙炎战将	120	3	3	0	251	0	0		
庇护所	73	73	龙炎射手	120	20	3	0	255				
庇护所	73	73	龙炎刀兵	120	20	3	0	222				
庇护所	73	73	龙炎力士	120	20	3	0	254				
庇护所	73	73	龙炎战将	120	3	3	0	251				
庇护所	73	73	蝙蝠魔	120	3	6	0	249				
庇护所	49	48	清风送礼[福利BOSS]3	1	1	12	0	253				
;-------四大陆普通区域-----------------						0						
;传说之地						0						
雷泽	338	328	传说战士	300	40	10	0	191	0	0		
雷泽	338	328	传说护卫	300	40	10	0	191	0	0		
雷泽	338	328	传说护法	300	40	10	0	191	0	0		
雷泽	338	328	传说将领	300	15	10	0	241	0	0		
雷泽	338	328	传说教主	300	2	6	0	249	0	0		
雷泽	338	328	熔岩石头人	300	50	10	0	191	0	0		
雷泽	338	328	火蜥蜴	300	50	10	0	191	0	0		
雷泽	338	328	地之蛇卫	300	50	10	0	191	0	0		
雷泽	338	328	地之巨蛾	300	50	10	0	191	0	0		
雷泽	338	328	地之守卫	300	15	10	0	191	0	0		
雷泽	338	328	魔之主	300	2	10	0	249	0	0		
雷泽	53	53	清风送礼[福利BOSS]4	1	1	12	0	253				
雷泽	338	328	传说战士	300	40	10	0	191				
雷泽	338	328	传说护卫	300	40	10	0	191				
雷泽	338	328	传说护法	300	40	10	0	191				
雷泽	338	328	传说将领	300	15	10	0	241				
雷泽	338	328	传说教主	300	2	6	0	249				
雷泽	338	328	熔岩石头人	300	50	10	0	191				
雷泽	338	328	火蜥蜴	300	50	10	0	191				
雷泽	338	328	地之蛇卫	300	50	10	0	191				
雷泽	338	328	地之巨蛾	300	50	10	0	191				
雷泽	338	328	地之守卫	300	15	10	0	191				
雷泽	338	328	魔之主	300	2	10	0	249				
;蝴蝶谷						0						
蝴蝶谷	50	50	野猪	100	20	3	0	139	0	0		
蝴蝶谷	50	50	山贼	100	20	3	0	186	0	0		
蝴蝶谷	50	50	强盗	100	20	3	0	242	0	0		
蝴蝶谷	50	50	牛妖	100	3	3	0	70	0	0		
蝴蝶谷	50	50	野猪	100	20	3	0	139				
蝴蝶谷	50	50	山贼	100	20	3	0	186				
蝴蝶谷	50	50	强盗	100	20	3	0	242				
蝴蝶谷	50	50	牛妖	100	3	3	0	70				
蝴蝶谷	50	50	花仙子	100	3	6	0	249				
蝴蝶谷	50	50	清风送礼[福利BOSS]4	1	1	12	0	253				
;埋骨之地						0						
埋骨之地	80	80	尸虫	160	20	3	0	228	0	0		
埋骨之地	80	80	鬼眼	160	20	3	0	140	0	0		
埋骨之地	80	80	召唤者	160	3	3	0	149	0	0		
埋骨之地	80	80	尸魔	160	20	3	0	70	0	0		
埋骨之地	80	80	尸虫	160	20	3	0	228				
埋骨之地	80	80	鬼眼	160	20	3	0	140				
埋骨之地	80	80	召唤者	160	3	3	0	149				
埋骨之地	80	80	尸魔	160	20	3	0	70				
埋骨之地	80	80	九绝尸王	160	3	6	0	249				
埋骨之地	80	80	清风送礼[福利BOSS]4	1	1	12	0	253				
;龙影迷窟						0						
龙影迷窟	50	50	石头狮子	150	20	3	0	135	0	0		
龙影迷窟	50	50	轻甲守卫	150	20	3	0	255	0	0		
龙影迷窟	50	50	黑衣法师	150	20	3	0	254	0	0		
龙影迷窟	50	50	重甲守卫	150	4	3	0	70	0	0		
龙影迷窟	50	50	石头狮子	150	20	3	0	135				
龙影迷窟	50	50	轻甲守卫	150	20	3	0	255				
龙影迷窟	50	50	黑衣法师	150	20	3	0	254				
龙影迷窟	50	50	重甲守卫	150	4	3	0	70				
龙影迷窟	56	49	迷失洞主	150	3	6	0	249				
龙影迷窟	50	50	清风送礼[福利BOSS]4	1	1	12	0	253				
;玄冥教						0						
玄冥教	50	50	玄冥力士	100	20	3	0	229	0	0		
玄冥教	50	50	玄冥护卫	100	20	3	0	245	0	0		
玄冥教	50	50	噬天虎	100	20	3	0	252	0	0		
玄冥教	50	50	蓝影刀客	100	4	3	0	70	0	0		
玄冥教	50	50	玄冥力士	100	20	3	0	229				
玄冥教	50	50	玄冥护卫	100	20	3	0	245				
玄冥教	50	50	噬天虎	100	20	3	0	252				
玄冥教	50	50	蓝影刀客	100	4	3	0	70				
玄冥教	50	50	玄冥教主	100	3	6	0	249				
玄冥教	50	50	清风送礼[福利BOSS]4	1	1	12	0	253				
;黑色荒地						0						
黑色荒地	82	47	蜃	100	15	3	0	46	0	0		
黑色荒地	82	47	沼泽沙虫	100	15	3	0	147	0	0		
黑色荒地	82	47	沼泽毒牙	100	15	3	0	234	0	0		
黑色荒地	82	47	沼泽金蟾	100	3	6	0	70	0	0		
黑色荒地	35	38	蜃	100	15	3	0	46	0	0		
黑色荒地	35	38	沼泽沙虫	100	15	3	0	147	0	0		
黑色荒地	35	38	沼泽毒牙	100	15	3	0	234	0	0		
黑色荒地	35	38	沼泽金蟾	100	3	6	0	70	0	0		
黑色荒地	82	47	蜃	100	15	3	0	46				
黑色荒地	82	47	沼泽沙虫	100	15	3	0	147				
黑色荒地	82	47	沼泽毒牙	100	15	3	0	234				
黑色荒地	82	47	沼泽金蟾	100	3	6	0	70				
黑色荒地	35	38	蜃	100	15	3	0	46				
黑色荒地	35	38	沼泽沙虫	100	15	3	0	147				
黑色荒地	35	38	沼泽毒牙	100	15	3	0	234				
黑色荒地	35	38	沼泽金蟾	100	3	6	0	70				
黑色荒地	35	82	堕落教主	0	1	12	0	249				
H301	51	27	蜃	100	15	3	0	46	0	0		
H301	51	27	沼泽沙虫	100	15	3	0	147	0	0		
H301	51	27	沼泽毒牙	100	15	3	0	234	0	0		
H301	51	27	沼泽金蟾	100	3	3	0	70	0	0		
H301	51	27	蜃	100	15	3	0	46				
H301	51	27	沼泽沙虫	100	15	3	0	147				
H301	51	27	沼泽毒牙	100	15	3	0	234				
H301	51	27	沼泽金蟾	100	3	3	0	70				
H301	51	27	堕落教主	110	2	6	0	249				
H301	51	27	清风送礼[福利BOSS]4	1	1	12	0	253				
;情缘峡谷						0						
H203	24	66	吞噬虫	100	15	3	0	234	0	0		
H203	24	66	蜂王	100	15	3	0	229	0	0		
H203	24	66	百足将军	100	15	3	0	223	0	0		
H203	24	66	部落首领	100	1	6	0	70	0	0		
H203	78	50	吞噬虫	100	15	3	0	234	0	0		
H203	78	50	蜂王	100	15	3	0	229	0	0		
H203	78	50	百足将军	100	15	3	0	223	0	0		
H203	78	50	部落首领	100	1	6	0	70	0	0		
H203	24	66	吞噬虫	100	15	3	0	234				
H203	24	66	蜂王	100	15	3	0	229				
H203	24	66	百足将军	100	15	3	0	223				
H203	24	66	部落首领	100	1	6	0	70				
H203	78	50	吞噬虫	100	15	3	0	234				
H203	78	50	蜂王	100	15	3	0	229				
H203	78	50	百足将军	100	15	3	0	223				
H203	78	50	部落首领	100	1	6	0	70				
H203	76	17	真爱教主	0	1	12	0	249				
情缘峡谷	100	100	吞噬虫	200	15	3	0	234	0	0		
情缘峡谷	100	100	蜂王	200	15	3	0	229	0	0		
情缘峡谷	100	100	百足将军	200	15	3	0	223	0	0		
情缘峡谷	100	100	部落首领	200	3	3	0	70	0	0		
情缘峡谷	100	100	吞噬虫	200	15	3	0	234				
情缘峡谷	100	100	蜂王	200	15	3	0	229				
情缘峡谷	100	100	百足将军	200	15	3	0	223				
情缘峡谷	100	100	部落首领	200	3	3	0	70				
情缘峡谷	100	100	真爱教主	200	2	6	0	249				
情缘峡谷	100	99	清风送礼[福利BOSS]4	1	1	12	0	253				
;月河渊						0						
月河渊	44	66	木魅	200	15	3	0	217	0	0		
月河渊	44	66	天河	200	15	3	0	95	0	0		
月河渊	44	66	恶犬	200	15	3	0	31	0	0		
月河渊	44	66	烛妖	200	2	6	0	70	0	0		
月河渊	44	66	木魅	200	15	3	0	217				
月河渊	44	66	天河	200	15	3	0	95				
月河渊	44	66	恶犬	200	15	3	0	31				
月河渊	44	66	烛妖	200	2	6	0	70				
月河渊	81	15	罪大恶极	0	1	12	0	249				
jjc14	27	29	200	15	30	0	217	0	0	0		
jjc14	27	29	200	15	30	0	95	0	0	0		
jjc14	27	29	200	15	30	0	31	0	0	0		
jjc14	27	29	200	2	60	0	70	0	0	0		
jjc14	27	29	200	15	30	0	217					
jjc14	27	29	200	15	30	0	95					
jjc14	27	29	200	15	30	0	31					
jjc14	27	29	200	2	60	0	70					
jjc14	27	29	罪大恶极	100	2	6	0	249				
jjc14	27	29	清风送礼[福利BOSS]4	0	1	12	0	253				
;万象阁						0						
D2011	50	50	万象火弓手	150	15	3	0	2	0	0		
D2011	50	50	万象卫士	150	15	3	0	18	0	0		
D2011	50	50	万象僵尸	150	15	3	0	241	0	0		
D2011	50	50	万象领主	150	1	6	0	70	0	0		
D2011	50	50	万象火弓手	150	15	3	0	2				
D2011	50	50	万象卫士	150	15	3	0	18				
D2011	50	50	万象僵尸	150	15	3	0	241				
D2011	50	50	万象领主	150	1	6	0	70				
D2011	21	22	狂暴魔神	0	1	12	0	249				
万象阁	18	35	万象火弓手	100	5	3	0	255	0	0		
万象阁	18	35	万象卫士	100	5	3	0	255	0	0		
万象阁	18	35	万象僵尸	100	5	3	0	255	0	0		
万象阁	18	35	万象领主	100	1	3	0	241	0	0		
万象阁	15	26	狂暴魔神	0	2	6	0	249				
万象阁	15	26	清风送礼[福利BOSS]4	1	1	12	0	253				
;冥王殿						0						
D2008	46	45	冥■光弓手	150	15	3	0	22	0	0		
D2008	46	45	冥■印石	150	15	3	0	149	0	0		
D2008	46	45	冥■守卫	150	15	3	0	132	0	0		
D2008	46	45	冥■领袖	150	1	6	0	70	0	0		
D2008	46	45	冥■光弓手	150	15	3	0	22				
D2008	46	45	冥■印石	150	15	3	0	149				
D2008	46	45	冥■守卫	150	15	3	0	132				
D2008	46	45	冥■领袖	150	1	6	0	70				
D2008	46	45	远古天魔蝎	0	1	12	0	249				
D2013	35	36	冥■光弓手	150	15	3	0	22	0	0		
D2013	35	36	冥■印石	150	15	3	0	149	0	0		
D2013	35	36	冥■守卫	150	15	3	0	132	0	0		
D2013	35	36	冥■领袖	150	1	3	0	70	0	0		
D2013	35	36	冥■光弓手	150	15	3	0	22				
D2013	35	36	冥■印石	150	15	3	0	149				
D2013	35	36	冥■守卫	150	15	3	0	132				
D2013	35	36	冥■领袖	150	1	3	0	70				
D2013	35	36	远古天魔蝎	0	2	6	0	249				
D2013	35	36	清风送礼[福利BOSS]4	1	1	12	0	253				
;血煞殿						0						
D2006	34	37	血煞法师	150	15	3	0	156	0	0		
D2006	34	37	血煞双刀客	150	15	3	0	151	0	0		
D2006	34	37	血煞魔	150	15	3	0	215	0	0		
D2006	34	37	血煞女王	150	1	6	0	70	0	0		
D2006	34	37	血煞法师	150	15	3	0	156				
D2006	34	37	血煞双刀客	150	15	3	0	151				
D2006	34	37	血煞魔	150	15	3	0	215				
D2006	34	37	血煞女王	150	1	6	0	70				
D2006	34	37	哥斯拉	0	1	12	0	249				
血煞殿	50	55	血煞法师	150	15	3	0	156	0	0		
血煞殿	50	55	血煞双刀客	150	15	3	0	151	0	0		
血煞殿	50	55	血煞魔	150	15	3	0	215	0	0		
血煞殿	50	55	血煞女王	150	1	3	0	70	0	0		
血煞殿	50	55	血煞法师	150	15	3	0	156				
血煞殿	50	55	血煞双刀客	150	15	3	0	151				
血煞殿	50	55	血煞魔	150	15	3	0	215				
血煞殿	50	55	血煞女王	150	1	3	0	70				
血煞殿	50	55	哥斯拉	0	2	6	0	249				
血煞殿	50	55	清风送礼[福利BOSS]4	1	1	12	0	253				
;幽灵谷						0						
D10053	32	39	幽灵镰刀卫	150	15	3	0	252	0	0		
D10053	32	39	幽灵折磨妖	150	15	3	0	254	0	0		
D10053	32	39	幽灵金刚	150	15	3	0	247	0	0		
D10053	32	39	幽灵锤神	150	1	6	0	70	0	0		
D10053	32	39	幽灵镰刀卫	150	15	3	0	252				
D10053	32	39	幽灵折磨妖	150	15	3	0	254				
D10053	32	39	幽灵金刚	150	15	3	0	247				
D10053	32	39	幽灵锤神	150	1	6	0	70				
D10053	42	82	暗黑蛟龙	0	1	12	0	249				
幽灵魔穴	17	17	幽灵镰刀卫	150	5	3	0	252	0	0		
幽灵魔穴	17	17	幽灵折磨妖	150	5	3	0	254	0	0		
幽灵魔穴	17	17	幽灵金刚	150	5	3	0	247	0	0		
幽灵魔穴	17	17	幽灵锤神	150	1	6	0	70	0	0		
幽灵魔穴	17	17	幽灵镰刀卫	150	5	3	0	252				
幽灵魔穴	17	17	幽灵折磨妖	150	5	3	0	254				
幽灵魔穴	17	17	幽灵金刚	150	5	3	0	247				
幽灵魔穴	17	17	幽灵锤神	150	1	6	0	70				
幽灵魔穴	17	17	暗黑蛟龙	0	2	6	0	249				
幽灵魔穴	17	17	清风送礼[福利BOSS]4	1	1	12	0	253				
;震天宫						0						
震天秘境	62	50	震天巴哈★★★	150	15	3	0	132	0	0		
震天秘境	62	50	震天筋肉人★★★	150	15	3	0	94	0	0		
震天秘境	62	50	震天树妖★★★	150	15	3	0	21	0	0		
震天秘境	62	50	震天兽神★★★	150	1	6	0	70	0	0		
震天秘境	62	50	震天巴哈★★★	150	15	3	0	132				
震天秘境	62	50	震天筋肉人★★★	150	15	3	0	94				
震天秘境	62	50	震天树妖★★★	150	15	3	0	21				
震天秘境	62	50	震天兽神★★★	150	1	6	0	70				
震天秘境	15	11	赤血魔神	0	1	12	0	249				
震天宫	49	48	震天巴哈★★★	150	15	3	0	132	0	0		
震天宫	49	48	震天筋肉人★★★	150	15	3	0	94	0	0		
震天宫	49	48	震天树妖★★★	150	15	3	0	21	0	0		
震天宫	49	48	震天兽神★★★	150	1	3	0	70	0	0		
震天宫	49	48	震天巴哈★★★	150	15	3	0	132				
震天宫	49	48	震天筋肉人★★★	150	15	3	0	94				
震天宫	49	48	震天树妖★★★	150	15	3	0	21				
震天宫	49	48	震天兽神★★★	150	1	3	0	70				
震天宫	49	48	赤血魔神	100	2	6	0	249				
震天宫	49	48	清风送礼[福利BOSS]4	1	1	12	0	253				
;英灵殿						0						
英灵奈何路	100	80	泽国蚁妖	150	15	3	0	6	0	0		
英灵奈何路	100	80	泽国法师	150	15	3	0	3	0	0		
英灵奈何路	100	80	泽国兽妖	150	15	3	0	5	0	0		
英灵奈何路	100	80	泽国地魔	150	1	6	0	70	0	0		
英灵奈何路	100	80	泽国蚁妖	150	15	3	0	6				
英灵奈何路	100	80	泽国法师	150	15	3	0	3				
英灵奈何路	100	80	泽国兽妖	150	15	3	0	5				
英灵奈何路	100	80	泽国地魔	150	1	6	0	70				
英灵奈何路	172	150	五爪金龙	0	1	12	0	70				
英灵殿	49	67	泽国蚁妖	150	15	3	0	6	0	0		
英灵殿	49	67	泽国法师	150	15	3	0	3	0	0		
英灵殿	49	67	泽国兽妖	150	15	3	0	5	0	0		
英灵殿	49	67	泽国地魔	150	1	3	0	70	0	0		
英灵殿	49	67	泽国蚁妖	150	15	3	0	6				
英灵殿	49	67	泽国法师	150	15	3	0	3				
英灵殿	49	67	泽国兽妖	150	15	3	0	5				
英灵殿	49	67	泽国地魔	150	1	3	0	70				
英灵殿	49	67	五爪金龙	100	2	6	0	70				
英灵殿	49	67	清风送礼[福利BOSS]4	1	1	12	0	253				
;〓〓〓〓〓〓〓五大陆荒原〓〓〓〓〓〓〓						0						
荒原	306	258	上古护卫	250	40	10	0	1	0	0		
荒原	306	258	上古铁锤	250	40	10	0	2	0	0		
荒原	306	258	上古弓箭手	250	40	10	0	3	0	0		
荒原	306	258	上古将军	250	1	10	0	70	0	0		
荒原	306	258	上古战神	250	2	10	0	249	0	0		
荒原	306	258	食尸虫	250	40	10	0	4	0	0		
荒原	306	258	沙漠秃鹰	250	40	10	0	5	0	0		
荒原	306	258	沙漠甲虫	250	40	10	0	6	0	0		
荒原	306	258	沙漠豺狼	250	1	10	0	70	0	0		
荒原	306	258	沙漠巨型多角兽	200	2	10	0	249	0	0		
荒原	306	258	荒野钳虫	250	40	10	0	131	0	0		
荒原	306	258	荒野恶蛆	250	40	10	0	146	0	0		
荒原	306	258	荒野蜈蚣	250	40	10	0	149	0	0		
荒原	306	258	荒野蠕虫	250	2	10	0	70	0	0		
荒原	306	258	荒野龙神	100	1	10	0	249	0	0		
荒原	306	258	上古护卫	250	40	10	0	1				
荒原	306	258	上古铁锤	250	40	10	0	2				
荒原	306	258	上古弓箭手	250	40	10	0	3				
荒原	306	258	上古将军	250	1	10	0	70				
荒原	306	258	上古战神	250	2	10	0	249				
荒原	306	258	食尸虫	250	40	10	0	4				
荒原	306	258	沙漠秃鹰	250	40	10	0	5				
荒原	306	258	沙漠甲虫	250	40	10	0	6				
荒原	306	258	沙漠豺狼	250	1	10	0	70				
荒原	306	258	沙漠巨型多角兽	200	2	10	0	249				
荒原	306	258	荒野钳虫	250	40	10	0	131				
荒原	306	258	荒野恶蛆	250	40	10	0	146				
荒原	306	258	荒野蜈蚣	250	40	10	0	149				
荒原	306	258	荒野蠕虫	250	2	10	0	70				
荒原	306	258	荒野龙神	100	1	10	0	249				
荒原	156	470	清风送礼[福利BOSS]5	1	1	12	0	253				
;绝望平原						0						
绝望平原	150	150	绝望巨蛾	300	30	3	0	132	0	0		
绝望平原	150	150	绝望力士	300	30	3	0	125	0	0		
绝望平原	150	150	绝望射手	300	30	3	0	255	0	0		
绝望平原	150	150	绝望战将	300	3	3	0	70	0	0		
绝望平原	150	150	绝望巨蛾	300	30	3	0	132				
